difficulty,total_hours,enrolled,rating,institution,Label
beginner,24.0,67296.0,4.6,"University of California, Irvine",10
intermediate,84.0,17083.0,4.4,University of London,-1
beginner,60.0,20136.0,4.7,Berklee College of Music,-1
intermediate,1.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
intermediate,56.0,5580.0,4.8,Google Cloud,2
beginner,4.0,3928.0,4.8,University of Virginia,1
advanced,6.0,2926.0,3.4,Columbia University,-1
beginner,14.0,5615.0,4.7,Rutgers the State University of New Jersey,15
beginner,17.0,2771.0,4.6,HEC Paris,10
intermediate,23.0,3614.0,4.9,Amazon Web Services,-1
intermediate,2.0,5182.0,4.7,Coursera,9
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,2126.0,4.7,Coursera,16
beginner,13.0,7375.0,4.7,The Hong Kong University of Science and Technology,15
beginner,84.0,99330.0,4.5,Duke University,-1
intermediate,13.0,0.0,4.3,EIT Digital ,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,5.0,1679.0,4.7,Korea Advanced Institute of Science and Technology(KAIST),-1
intermediate,36.0,0.0,4.5,LearnQuest,-1
beginner,96.0,17699.0,4.1,,-1
beginner,96.0,8349.0,4.4,University at Buffalo,-1
beginner,56.0,6945.0,4.8,Rutgers the State University of New Jersey,1
beginner,140.0,78501.0,4.6,"University of California, Davis",-1
beginner,10.0,39578.0,4.7,ConsenSys Academy,15
beginner,84.0,0.0,4.7,IBM,-1
beginner,8.0,249703.0,4.7,Pontificia Universidad Católica de Chile,-1
advanced,45.0,1890.0,4.3,University of Colorado System,-1
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,14243.0,4.7,Coursera,16
intermediate,11.0,5336.0,4.8,IE Business School,2
beginner,48.0,44258.0,4.6,University of Michigan,10
beginner,8.0,22647.0,3.7,ESSEC Business School,-1
beginner,17.0,17467.0,4.8,The Hong Kong University of Science and Technology,1
advanced,23.0,11321.0,4.9,Autodesk,-1
intermediate,1.5,1808.0,4.7,Coursera,9
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
beginner,80.0,14588.0,4.6,Duke University,10
beginner,4.0,3680.0,4.5,Korea Advanced Institute of Science and Technology(KAIST),13
beginner,0.0,13264.0,4.7,Coursera,-1
intermediate,56.0,14264.0,4.3,Emory University,-1
beginner,80.0,36258.0,4.7,University of Pennsylvania,-1
beginner,48.0,8936.0,4.8,University of Colorado System,1
beginner,32.0,5211.0,4.5,Automation Anywhere,13
intermediate,22.0,0.0,4.7,CertNexus,4
beginner,19.0,4688.0,4.6,INSEAD,10
intermediate,2.0,0.0,4.7,Coursera,3
beginner,90.0,14468.0,4.7,Coursera,-1
intermediate,13.0,9790.0,4.3,University of London,12
beginner,18.0,204724.0,4.7,Michigan State University,15
intermediate,72.0,4969.0,4.7,IBM,8
intermediate,2.0,0.0,4.7,Coursera,3
beginner,18.0,24924.0,4.8,Vanderbilt University,1
advanced,32.0,8072.0,4.4,University of Colorado Boulder,12
beginner,66.0,0.0,4.7,National Taiwan University,-1
beginner,12.0,20595.0,4.6,Nanjing University,10
beginner,24.0,0.0,4.9,University of Colorado Boulder,-1
intermediate,60.0,18921.0,4.7,The University of Melbourne,8
intermediate,196.0,55838.0,4.6,École Polytechnique Fédérale de Lausanne,-1
intermediate,48.0,9459.0,4.8,Universidad Nacional Autónoma de México,2
beginner,11.0,33784.0,4.7,University of Colorado Boulder,15
beginner,29.0,82941.0,4.8,Macquarie University,1
intermediate,120.0,0.0,4.7,Coursera,-1
beginner,60.0,13409.0,4.7,Google Cloud,-1
beginner,13.0,57746.0,4.8,Michigan State University,1
intermediate,14.0,2817.0,4.8,INSEAD,2
beginner,11.0,6417.0,4.7,"University of Maryland, College Park",15
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,0.0,4.7,Coursera,3
beginner,12.0,12221.0,4.7,University of Pennsylvania,15
intermediate,12.0,7185.0,4.5,University of Copenhagen,12
beginner,17.0,10006.0,4.6,École normale supérieure,10
beginner,29.0,44411.0,4.7,Peking University,15
beginner,53.0,37866.0,4.7,Peking University,-1
intermediate,0.0,0.0,4.7,Coursera,-1
beginner,1.5,7045.0,4.7,Coursera,16
beginner,20.0,90035.0,4.8,University of Cape Town,1
beginner,12.0,27141.0,4.6,University of Amsterdam,10
intermediate,11.0,15555.0,4.3,University of California San Diego,12
beginner,60.0,2292.0,4.7,University of California San Diego,-1
beginner,64.0,1615.0,4.8,,1
intermediate,120.0,0.0,4.7,Coursera,-1
beginner,72.0,4751.0,4.7,Berklee College of Music,-1
beginner,20.0,26726.0,4.7,,15
beginner,24.0,9491.0,4.8,Imperial College London,1
beginner,120.0,65192.0,4.5,University of Amsterdam,-1
beginner,1.0,2014.0,4.3,EIT Digital ,-1
beginner,2.0,1720.0,4.7,Coursera,16
beginner,32.0,3429.0,4.8,Institute of Certified Professional Managers,1
intermediate,20.0,1733.0,4.8,Imperial College London,2
beginner,14.0,5386.0,4.8,University of Geneva,1
beginner,26.0,3094.0,4.4,Erasmus University Rotterdam,14
beginner,10.0,41370.0,4.8,National Research Tomsk State University,1
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,2850.0,4.7,Coursera,16
beginner,36.0,1977.0,4.4,University of Colorado Boulder,-1
beginner,30.0,9493.0,4.7,Case Western Reserve University,15
beginner,21.0,38656.0,4.7,Rice University,15
intermediate,31.0,6774.0,4.7,Peking University,8
intermediate,15.0,26957.0,4.9,Universidad de los Andes,-1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,9.0,9243.0,4.6,Universitat Autònoma de Barcelona,11
beginner,308.0,422468.0,4.5,,-1
beginner,60.0,21014.0,4.9,Berklee College of Music,0
intermediate,72.0,12878.0,4.6,Universidad Nacional Autónoma de México,11
beginner,60.0,46606.0,4.8,University of Washington,1
intermediate,120.0,48409.0,4.6,"University of California, Irvine",-1
intermediate,120.0,0.0,4.7,Coursera,-1
beginner,27.0,0.0,4.7,INSEAD,5
intermediate,96.0,28512.0,4.4,IBM,-1
beginner,21.0,22852.0,4.9,University of Pennsylvania,0
beginner,19.0,2509.0,4.5,University of Cape Town,13
beginner,14.0,24281.0,4.7,HEC Paris,15
beginner,18.0,5511.0,4.8,Macquarie University,1
beginner,15.0,41482.0,4.5,"University of California, Santa Cruz",13
intermediate,12.0,27504.0,4.7,Autodesk,8
beginner,13.0,7153.0,4.8,The Hong Kong University of Science and Technology,1
beginner,1.5,0.0,4.7,Coursera,7
advanced,1.5,1631.0,4.7,Coursera,9
intermediate,16.0,9633.0,4.3,University of Colorado System,12
beginner,128.0,15602.0,4.7,University of Colorado System,-1
beginner,112.0,0.0,4.6,Xi'an Jiaotong University,-1
intermediate,13.0,11246.0,4.2,Universitat Autònoma de Barcelona,12
beginner,17.0,1636.0,4.6,University of Michigan,10
beginner,80.0,19080.0,4.7,Rice University,-1
intermediate,120.0,2630.0,4.7,Coursera,8
beginner,72.0,117812.0,4.7,,-1
beginner,64.0,14677.0,4.3,Universidad Austral,-1
beginner,96.0,21804.0,4.2,Michigan State University,-1
beginner,120.0,5366.0,4.8,(ISC)²,1
beginner,9.0,12745.0,4.6,University of Michigan,10
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,1.5,2621.0,4.7,Coursera,9
intermediate,60.0,7251.0,4.7,Google Cloud,8
beginner,17.0,30341.0,4.8,University of Pennsylvania,1
beginner,12.0,45999.0,4.6,University System of Georgia,10
intermediate,9.0,0.0,3.4,The State University of New York,-1
beginner,13.0,207541.0,4.4,"University of California, Santa Cruz",-1
beginner,72.0,5248.0,4.6,University of Pennsylvania,10
beginner,12.0,2780.0,4.7,The Chinese University of Hong Kong,15
advanced,18.0,18844.0,4.7,Autodesk,8
beginner,11.0,3702.0,4.4,National University of Singapore,14
beginner,7.0,0.0,4.7,Universitat Autònoma de Barcelona,5
beginner,90.0,9945.0,4.7,Coursera,-1
intermediate,64.0,7883.0,4.7,Google Cloud,8
beginner,10.0,36932.0,4.8,University of Pennsylvania,1
beginner,27.0,10424.0,4.7,INSEAD,15
beginner,13.0,7056.0,4.7,Northwestern University,15
intermediate,2.0,6968.0,4.7,Coursera,9
intermediate,120.0,0.0,4.7,Coursera,-1
beginner,4.0,14583.0,4.7,"University of California, Irvine",-1
beginner,15.0,6674.0,4.9,Duke University,0
intermediate,13.0,9728.0,4.3,IBM,12
intermediate,2.0,0.0,4.7,Coursera,3
beginner,48.0,5744.0,4.5,"University of California, Irvine",-1
beginner,1.0,0.0,4.6,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),-1
beginner,16.0,3197.0,4.7,INSEAD,15
advanced,16.0,31214.0,4.7,Autodesk,8
advanced,13.0,3567.0,4.7,Universitat Autònoma de Barcelona,8
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
beginner,0.0,0.0,4.7,Coursera,-1
beginner,14.0,104421.0,4.7,University of Pennsylvania,15
intermediate,28.0,9731.0,4.7,DeepLearning.AI,8
intermediate,2.0,4951.0,4.7,Coursera,9
intermediate,24.0,35223.0,4.9,University of Michigan,-1
beginner,11.0,54344.0,4.7,University of Geneva,15
beginner,24.0,9096.0,4.8,University System of Georgia,1
intermediate,40.0,3875.0,4.8,University of Colorado System,2
intermediate,1.0,6741.0,4.7,Coursera,9
beginner,2.0,7450.0,4.7,Coursera,16
advanced,14.0,6024.0,4.7,Autodesk,8
beginner,0.0,0.0,4.7,,-1
beginner,2.0,0.0,4.6,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),-1
beginner,3.0,0.0,4.7,Google - Spectrum Sharing,-1
intermediate,11.0,13624.0,4.4,Universitat Autònoma de Barcelona,12
beginner,11.0,0.0,4.7,The University of Sydney,5
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,31.0,24127.0,4.7,DeepLearning.AI,8
intermediate,80.0,0.0,4.9,SAS,-1
intermediate,2.0,13389.0,4.7,Coursera,9
intermediate,1.5,1511.0,4.7,Coursera,9
beginner,2.0,0.0,4.7,Coursera,7
intermediate,13.0,10876.0,3.9,,12
beginner,8.0,233657.0,4.6,Duke University,10
beginner,25.0,5999.0,3.9,University System of Georgia,14
intermediate,5.0,0.0,4.7,,4
beginner,8.0,14634.0,4.3,"University of California, Santa Cruz",14
beginner,9.0,5693.0,3.9,Rutgers the State University of New Jersey,14
beginner,11.0,9613.0,4.8,Wesleyan University,1
beginner,192.0,28713.0,4.9,Arizona State University,-1
intermediate,5.0,0.0,4.7,,4
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,9.0,11756.0,4.7,Emory University,8
beginner,112.0,0.0,4.8,IBM,-1
beginner,6.0,40140.0,4.5,,13
intermediate,9.0,0.0,4.7,,4
beginner,2.0,4817.0,4.7,Coursera,16
beginner,2.0,7475.0,4.7,Coursera,16
beginner,3.0,2618.0,4.7,Coursera,-1
beginner,6.0,1784.0,4.2,EIT Digital ,14
beginner,22.0,35867.0,4.5,University of Colorado System,13
intermediate,61.0,6887.0,4.6,Peking University,11
beginner,15.0,21670.0,4.4,The State University of New York,14
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
beginner,11.0,409796.0,4.8,Stanford University,1
beginner,0.0,0.0,4.7,,-1
beginner,2.0,0.0,4.7,Coursera,7
intermediate,36.0,2039.0,4.6,SAS,11
advanced,132.0,2983.0,4.8,IBM,2
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.5,0.0,4.7,Coursera,7
beginner,90.0,4549.0,4.7,Coursera,-1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,64.0,0.0,4.9,University of Colorado Boulder,-1
beginner,48.0,2641.0,4.8,Universidad Nacional Autónoma de México,1
beginner,60.0,0.0,4.6,IBM,-1
intermediate,140.0,272590.0,4.5,University of Michigan,-1
beginner,72.0,9125.0,4.8,IESE Business School,1
intermediate,120.0,24937.0,4.7,Arizona State University,8
intermediate,64.0,2652.0,4.7,Google Cloud,8
beginner,64.0,29013.0,4.6,IBM,10
intermediate,8.0,4454.0,4.7,Google Cloud,8
beginner,80.0,69035.0,4.5,Duke University,-1
beginner,112.0,48503.0,4.8,Rice University,1
beginner,15.0,17362.0,4.7,The University of Edinburgh,15
beginner,16.0,0.0,4.7,Shanghai Jiao Tong University,5
beginner,20.0,2847.0,4.8,"University of California, Davis",1
beginner,8.0,4575.0,4.9,National Research Tomsk State University,0
beginner,272.0,9735.0,4.4,Peking University,-1
beginner,11.0,7026.0,4.3,University of Science and Technology of China,14
intermediate,640.0,16163.0,4.9,Moscow Institute of Physics and Technology,-1
intermediate,7.0,19660.0,4.8,National Research Tomsk State University,2
beginner,96.0,11654.0,4.2,"University of Maryland, College Park",-1
beginner,14.0,43820.0,4.7,Nanjing University,15
intermediate,40.0,21665.0,3.9,University of Toronto,12
beginner,84.0,12700.0,4.4,HSE University,-1
beginner,48.0,5907.0,4.8,Berklee College of Music,1
intermediate,48.0,5525.0,4.7,,8
intermediate,32.0,1826.0,4.7,Arizona State University,8
beginner,2.0,0.0,4.7,Coursera,7
intermediate,8.0,2039.0,4.9,Novosibirsk State University ,-1
beginner,48.0,2333.0,4.8,Universidad de los Andes,1
beginner,28.0,7827.0,4.5,Shanghai Jiao Tong University,13
beginner,140.0,2558.0,4.7,Saint Petersburg State University,-1
advanced,23.0,2624.0,4.7,Xi'an Jiaotong University,8
beginner,1.5,0.0,4.7,Coursera,7
beginner,0.0,0.0,4.7,Coursera,-1
beginner,60.0,4641.0,4.3,National Research Tomsk State University,-1
beginner,12.0,2371.0,4.7,The University of Edinburgh,15
beginner,60.0,13884.0,4.7,Berklee College of Music,-1
intermediate,64.0,10419.0,4.5,HSE University,-1
intermediate,64.0,25633.0,4.0,University of Colorado System,-1
beginner,12.0,6296.0,4.7,National Research Nuclear University MEPhI,15
beginner,0.0,0.0,4.7,Coursera,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,15.0,15166.0,4.9,National Taiwan University,0
beginner,15.0,2982.0,4.6,Shanghai Jiao Tong University,10
beginner,60.0,29032.0,4.6,"University of Maryland, College Park",10
beginner,36.0,0.0,4.1,University at Buffalo,-1
beginner,32.0,8909.0,4.6,University of Pennsylvania,10
intermediate,160.0,0.0,4.7,HSE University,-1
beginner,48.0,23077.0,4.6,California Institute of the Arts,10
beginner,32.0,4441.0,4.4,Saint Petersburg State University,14
beginner,120.0,56736.0,4.6,University of California San Diego,-1
beginner,60.0,11013.0,4.8,Universidad de los Andes,1
beginner,44.0,10993.0,4.6,"University of California, Irvine",10
beginner,50.0,5554.0,4.7,Moscow Institute of Physics and Technology,15
beginner,29.0,0.0,4.7,IBM,5
intermediate,25.0,2018.0,4.9,The University of Hong Kong,-1
beginner,9.0,6728.0,4.8,University of Pennsylvania,1
beginner,32.0,3007.0,4.7,IBM,-1
beginner,80.0,0.0,4.7,Michigan State University,-1
beginner,168.0,20834.0,4.7,Peking University,-1
beginner,1.0,0.0,4.7,Coursera,6
intermediate,24.0,21040.0,4.6,"University of California, Irvine",11
beginner,80.0,0.0,4.4,National Research Nuclear University MEPhI,-1
beginner,40.0,7773.0,4.5,University of Pennsylvania,13
intermediate,112.0,22325.0,4.7,"University of Maryland, College Park",8
beginner,9.0,1597.0,4.9,National Research Tomsk State University,0
beginner,60.0,19266.0,4.5,Copenhagen Business School,-1
beginner,13.0,3986.0,4.8,Indian School of Business,1
beginner,12.0,8199.0,4.8,University of Washington,1
beginner,26.0,0.0,4.7,National Taiwan University,5
beginner,19.0,2075.0,4.8,National Taiwan University,1
intermediate,40.0,5077.0,4.7,Google Cloud,8
beginner,40.0,27150.0,4.5,Wesleyan University,13
intermediate,96.0,16246.0,4.8,Macquarie University,2
beginner,48.0,0.0,4.7,Codio,5
beginner,60.0,6478.0,4.5,"University of California, Davis",13
intermediate,60.0,2045.0,4.1,Moscow Institute of Physics and Technology,-1
beginner,24.0,4820.0,4.7,Yale University,15
beginner,40.0,0.0,4.8,Lund University,-1
beginner,24.0,0.0,4.7,Google Cloud,5
beginner,17.0,1849.0,4.7,Università Bocconi,15
beginner,11.0,10931.0,4.7,Peking University,15
beginner,39.0,12541.0,4.8,HSE University,1
beginner,28.0,3107.0,4.7,National Taiwan University,15
beginner,40.0,3357.0,4.7,University of Colorado Boulder,-1
intermediate,128.0,51118.0,4.3,University of Illinois at Urbana-Champaign,-1
beginner,60.0,19608.0,4.6,University System of Georgia,10
beginner,28.0,0.0,4.5,Google Cloud,-1
beginner,60.0,2040.0,4.6,ESSEC Business School,10
intermediate,168.0,0.0,4.7,Universidad de los Andes,-1
beginner,84.0,9733.0,4.5,"University of California, Irvine",-1
beginner,32.0,0.0,4.1,IBM,-1
intermediate,96.0,6220.0,4.8,École Polytechnique Fédérale de Lausanne,2
beginner,32.0,0.0,4.8,LearnQuest,-1
beginner,4.0,3124.0,4.7,Saint Petersburg State University,15
intermediate,19.0,2810.0,4.5,DeepLearning.AI,12
beginner,17.0,2065.0,4.5,University of California San Diego,13
beginner,10.0,3300.0,4.6,Fudan University,10
beginner,16.0,3746.0,4.7,National Taiwan University,15
beginner,144.0,38982.0,4.5,University of California San Diego,-1
intermediate,56.0,2879.0,4.2,University of Colorado System,12
beginner,32.0,0.0,3.4,University of Minnesota,-1
beginner,24.0,0.0,4.7,"University of California, Irvine",5
beginner,48.0,5499.0,4.7,University of Colorado Boulder,15
intermediate,140.0,57509.0,4.7,University of California San Diego,-1
beginner,36.0,0.0,4.7,IBM,5
beginner,72.0,6347.0,4.7,IE Business School,-1
beginner,6.0,6785.0,4.8,DeepLearning.AI,1
beginner,9.0,2553.0,4.4,University of Science and Technology of China,14
beginner,9.0,3164.0,4.8,National Taiwan University,1
beginner,72.0,14634.0,4.5,Universitat Autònoma de Barcelona,-1
beginner,48.0,6090.0,4.7,Yale University,15
beginner,29.0,76110.0,4.9,HSE University,0
beginner,40.0,20020.0,4.7,University of Colorado System,15
beginner,160.0,176401.0,4.7,University of Illinois at Urbana-Champaign,-1
beginner,48.0,9395.0,4.7,Google Cloud,15
beginner,24.0,3051.0,4.5,"University of California, Irvine",13
intermediate,120.0,85597.0,4.8,"University of California, Irvine",-1
beginner,24.0,3180.0,4.8,Universidade de São Paulo,1
beginner,80.0,0.0,4.9,IBM,-1
intermediate,120.0,29589.0,4.7,Arizona State University,8
beginner,30.0,38814.0,4.9,HSE University,0
beginner,16.0,3079.0,4.6,University of Washington,10
beginner,8.0,0.0,4.4,Duke University,-1
beginner,14.0,0.0,4.7,Fudan University,5
beginner,8.0,7101.0,4.8,National Taiwan University,1
beginner,96.0,99446.0,4.5,University of California San Diego,-1
intermediate,64.0,64530.0,4.4,"University of Maryland, College Park",-1
beginner,40.0,16807.0,4.8,University of Minnesota,1
beginner,72.0,11374.0,4.8,Institute for the Future,1
beginner,72.0,2736.0,4.8,Imperial College London,1
beginner,80.0,201766.0,4.6,Duke University,-1
beginner,56.0,10015.0,4.6,Universidad Nacional Autónoma de México,10
beginner,32.0,5362.0,4.7,University of Virginia,15
beginner,10.0,0.0,4.7,IBM,5
beginner,17.0,0.0,4.7,Technion - Israel Institute of Technology,5
beginner,9.0,5076.0,4.9,National Taiwan University,0
beginner,84.0,19259.0,4.8,University of Colorado System,1
beginner,120.0,0.0,5.0,IBM,-1
intermediate,36.0,0.0,4.8,Google Cloud,-1
beginner,48.0,4274.0,4.7,New York University,15
intermediate,37.0,6210.0,3.6,Peking University,12
intermediate,48.0,4921.0,4.4,"University of California, Davis",12
beginner,96.0,36813.0,4.5,Rice University,-1
intermediate,144.0,103972.0,4.7,The Hong Kong University of Science and Technology,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,144.0,21357.0,4.7,University at Buffalo,-1
intermediate,48.0,11548.0,4.6,Duke University,11
beginner,12.0,2562.0,4.2,Technion - Israel Institute of Technology,14
beginner,26.0,12817.0,4.8,National Taiwan University,1
beginner,22.0,10685.0,4.5,National Research Tomsk State University,13
beginner,30.0,0.0,4.6,Fudan University,-1
beginner,40.0,22160.0,4.8,Universidad Nacional Autónoma de México,1
intermediate,60.0,31278.0,4.7,Google Cloud,8
beginner,72.0,10353.0,4.8,Macquarie University,1
beginner,60.0,13421.0,4.6,,10
beginner,84.0,2802.0,4.5,Arizona State University,-1
beginner,72.0,18182.0,4.7,Michigan State University,-1
beginner,80.0,19244.0,4.3,EDHEC Business School,-1
intermediate,180.0,62407.0,4.6,The Hong Kong University of Science and Technology,-1
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,96.0,0.0,4.1,Imperial College London,-1
beginner,29.0,0.0,4.6,National Research Nuclear University MEPhI,-1
intermediate,12.0,0.0,5.0,ESSEC Business School,-1
beginner,6.0,0.0,4.5,,-1
beginner,8.0,1858.0,4.5,University of Science and Technology of China,13
beginner,18.0,2088.0,5.0,The Chinese University of Hong Kong,-1
